t,count,max,p50,p95,p99,mean_rate,action,run_amount,pod_grp,db_type
1682359539,83881,24.121665,0.84257,11.936096,15.982609,3225.268055,write,100k,3,m
1682359540,87039,23.500753,0.850162,11.500289,16.799292,3222.770083,write,100k,3,m
1682359541,90095,21.438405,0.816215,11.551766,18.363322,3216.81888,write,100k,3,m
1682359542,93221,23.551218,0.835421,11.162924,15.583919,3213.701468,write,100k,3,m
1682359543,96704,24.010833,0.784998,10.570233,15.466574,3222.658183,write,100k,3,m
1682359544,99473,20.119427,0.848595,11.89709,15.936401,3208.052412,write,100k,3,m
1682359560,3274,47.835449,1.622968,10.16093,14.754194,3236.094464,write,100k,3,m
1682359561,7013,21.124495,0.962386,10.542152,14.839802,3491.165304,write,100k,3,m
1682359562,10845,22.566894,1.063951,10.586749,13.100014,3605.223256,write,100k,3,m
1682359563,14683,22.959975,0.972702,8.827738,14.011581,3661.636524,write,100k,3,m
1682359564,17997,22.545134,0.819116,11.766759,17.463389,3592.411575,write,100k,3,m
1682359565,21888,20.104138,0.887493,9.155193,15.232165,3642.850624,write,100k,3,m
1682359566,25599,20.420369,0.871448,10.012367,15.357808,3652.679392,write,100k,3,m
1682359567,29222,23.093461,0.862472,10.443823,14.805235,3648.27215,write,100k,3,m
1682359568,32677,22.178454,0.892211,10.62352,15.486035,3627.398116,write,100k,3,m
1682359569,36004,23.99072,1.004338,11.369697,16.068891,3597.485773,write,100k,3,m
1682359570,39592,20.486346,0.884562,9.423127,14.404561,3596.522523,write,100k,3,m
1682359571,42723,24.168476,0.947771,11.780586,16.571856,3557.894303,write,100k,3,m
1682359572,46282,20.786275,0.864752,11.114721,15.283965,3557.951299,write,100k,3,m
1682359573,49842,24.015754,0.891644,11.543537,15.968728,3558.131845,write,100k,3,m
1682359574,52925,23.579797,0.978207,11.238087,15.972257,3526.510883,write,100k,3,m
1682359575,56240,22.276738,0.930224,10.703017,17.69934,3513.25141,write,100k,3,m
1682359576,59392,22.720341,0.856831,11.461775,15.856851,3492.090654,write,100k,3,m
1682359577,62792,22.738621,0.940838,10.552015,14.548544,3486.967757,write,100k,3,m
1682359578,66118,23.523577,0.878005,11.321744,13.764652,3478.484395,write,100k,3,m
1682359579,69701,24.182595,0.83592,10.167835,15.880684,3483.733788,write,100k,3,m
1682359580,72987,21.517238,0.829046,11.49456,16.699083,3474.210928,write,100k,3,m
1682359581,76640,23.568082,0.865132,10.232648,13.853959,3482.429828,write,100k,3,m
1682359582,80092,22.78394,0.944865,10.721979,14.411787,3481.121557,write,100k,3,m
1682359583,83504,23.977231,0.964606,10.563264,14.40685,3478.241813,write,100k,3,m
1682359584,86927,23.021031,0.886009,10.347283,14.811967,3476.027808,write,100k,3,m
1682359585,89956,22.628686,0.866526,11.237755,15.680155,3458.853759,write,100k,3,m
1682359586,93735,23.543297,0.921455,10.125818,13.974299,3470.687961,write,100k,3,m
1682359587,97098,21.345418,0.901233,11.219826,15.947603,3466.859282,write,100k,3,m
1682359593,3353,41.886528,1.395809,10.122189,17.779086,3307.760726,write,100k,3,m
1682359594,7430,20.097949,0.966866,9.082516,13.330617,3697.667721,write,100k,3,m
1682359595,11404,22.295514,1.044599,9.012188,12.869734,3790.199779,write,100k,3,m
1682359596,15060,21.154685,0.870993,10.22959,14.906763,3755.572281,write,100k,3,m
1682359597,18510,20.979413,0.795288,11.153608,17.850155,3695.691822,write,100k,3,m
1682359598,21978,24.106965,0.885074,11.312404,15.895713,3657.458036,write,100k,3,m
1682359599,25552,25.866872,0.944329,10.668722,16.305438,3645.63171,write,100k,3,m
1682359600,29217,22.013014,1.001288,10.571216,15.944328,3648.341499,write,100k,3,m
1682359601,32302,20.441029,0.886251,11.047068,15.538194,3585.814254,write,100k,3,m
1682359602,36187,24.242446,0.866978,10.560005,13.969372,3615.763002,write,100k,3,m
1682359603,39442,22.577529,0.948197,10.969247,15.671582,3582.954012,write,100k,3,m
1682359604,42814,23.068061,0.988481,11.339496,16.634988,3565.399573,write,100k,3,m
1682359605,46110,23.429134,0.89213,10.672145,15.9885,3544.80774,write,100k,3,m
1682359606,49850,21.157038,0.814664,10.727361,15.966561,3558.582481,write,100k,3,m
1682359607,53173,21.899708,0.827074,11.248397,15.585385,3542.837263,write,100k,3,m
1682359608,56728,22.211342,0.852148,10.91063,14.400935,3543.708143,write,100k,3,m
1682359609,60083,24.069709,0.858939,11.853179,18.556746,3532.343203,write,100k,3,m
1682359610,63711,22.852995,0.853432,11.131616,13.720836,3537.82317,write,100k,3,m
1682359611,67123,23.172936,0.898043,10.503151,15.084464,3531.256366,write,100k,3,m
1682359612,70481,22.51481,0.889318,10.590836,15.997939,3522.642423,write,100k,3,m
1682359613,73896,24.024945,0.877547,11.111987,15.875827,3517.520231,write,100k,3,m
1682359614,77428,20.494142,0.77882,10.915484,15.843972,3518.166496,write,100k,3,m
1682359615,80864,23.639211,0.813428,10.835876,15.87778,3514.613296,write,100k,3,m
1682359616,84300,22.25475,0.915878,10.932587,13.388194,3511.336035,write,100k,3,m
1682359617,87487,33.381975,0.82313,11.21593,16.239891,3498.315425,write,100k,3,m
1682359618,91271,21.01885,0.780767,10.422684,15.48918,3509.316679,write,100k,3,m
1682359619,94332,23.095897,0.927318,11.426636,15.993861,3492.755037,write,100k,3,m
1682359620,97631,23.496643,0.92954,11.483578,14.451818,3485.839546,write,100k,3,m
